latitude,longitude,nbr of bikes,station name,city,company name
45.525155180448635,-73.58563594055795,33,Gilford / St-Denis,"Montréal, QC","Motivate International, Inc."
45.50936142835129,-73.57386365532875,8,Milton / du Parc,"Montréal, QC","Motivate International, Inc."
45.5238561444472,-73.60012650489807,5,Waverly / St-Viateur,"Montréal, QC","Motivate International, Inc."
45.53611005443118,-73.5762870311737,5,de Bordeaux / Gilford,"Montréal, QC","Motivate International, Inc."
45.53898439552301,-73.5824453830719,8,de Bordeaux / Masson,"Montréal, QC","Motivate International, Inc."
45.5198946757576,-73.59682738780975,3,Labadie / du Parc,"Montréal, QC","Motivate International, Inc."
45.53650541861215,-73.56803923845291,5,Fullum / Marie-Anne,"Montréal, QC","Motivate International, Inc."
45.53640396516409,-73.57141345739365,8,Parthenais / du Mont-Royal,"Montréal, QC","Motivate International, Inc."
45.5251943015533,-73.59935637563467,9,Clark / St-Viateur,"Montréal, QC","Motivate International, Inc."
45.52062760607925,-73.57594907283782,2,Duluth  / St-Denis,"Montréal, QC","Motivate International, Inc."
45.5173538,-73.58212888,16,Clark / Rachel,"Montréal, QC","Motivate International, Inc."
45.52562819123256,-73.58177483081818,21,Resther / du Mont-Royal,"Montréal, QC","Motivate International, Inc."
45.526026565221414,-73.57785880565643,10,de Mentana / Marie-Anne,"Montréal, QC","Motivate International, Inc."
45.50975858607626,-73.57610732316971,12,Hutchison / Prince-Arthur,"Montréal, QC","Motivate International, Inc."
45.516906476407094,-73.57950568199158,27,Duluth / St-Laurent,"Montréal, QC","Motivate International, Inc."
45.51941,-73.58685,2,du Mont-Royal / Clark,"Montréal, QC","Motivate International, Inc."
45.52428310031213,-73.6049484461546,6,Bernard / Jeanne-Mance,"Montréal, QC","Motivate International, Inc."
45.52027633320609,-73.59497621666378,10,Jeanne-Mance / Laurier,"Montréal, QC","Motivate International, Inc."
45.508140959417744,-73.57492983341217,5,Milton / Durocher,"Montréal, QC","Motivate International, Inc."
45.513342512307055,-73.57301607728004,29,Clark / Prince-Arthur,"Montréal, QC","Motivate International, Inc."
45.51059,-73.57547,11,Prince-Arthur / du Parc,"Montréal, QC","Motivate International, Inc."
45.53840340979245,-73.56196403503418,6,Bercy / Rachel,"Montréal, QC","Motivate International, Inc."
45.51283174510449,-73.57688784599304,11,Ste-Famille / des Pins,"Montréal, QC","Motivate International, Inc."
45.51825290855221,-73.5883381962776,19,de l'Esplanade / du Mont-Royal,"Montréal, QC","Motivate International, Inc."
